Index,0 [0x0][0x0],1 [0x2][0x8],2 [0x0][0x4],3 [0x2][0x9],4 [0x2][0xa],5 [0x2][0xb],6 [0x2][0xc],7 [0x2][0xd]
4490,"orbe de feu",0,"orbes de feu",0,1,1,0,0
4491,"occultiste sharlayanais",0,"occultistes sharlayanais",0,1,1,0,0
4492,"pieu de foudre",0,"pieux de foudre",0,0,1,0,0
4493,"astrologue ishgardaise",0,"astrologues ishgardaises",0,1,1,1,0
4494,"ménestrel errant",0,"ménestrels errants",0,0,1,0,0
4495,"bug A",0,"bugs A",0,0,1,0,0
4496,"bug S",0,"bugs S",0,0,1,0,0
4497,"organisateur des Feux de la Mort",0,"organisateurs des Feux de la Mort",0,1,1,0,0
4498,"pirate turbulent",0,"pirates turbulents",0,0,1,0,0
4499,"卵屋のトトルン",0,"",0,0,1,0,0
4500,"トトルンの手下",0,"",0,0,1,0,0
4501,"dresseur de monstres",0,"dresseurs de monstres",0,0,1,0,0
4502,"créature des profondeurs dressée",0,"créatures des profondeurs dressées",0,0,1,1,0
4503,"jeune fille vigoureuse",0,"jeunes filles vigoureuses",0,0,1,1,0
4504,"jeune fille délicate",0,"jeunes filles délicates",0,0,1,1,0
4505,"pirate impoli",0,"pirates impolis",0,0,1,0,0
4506,"occultiste hérétique",0,"occultistes hérétiques",0,1,1,1,0
4507,"",0,"",0,0,0,0,0
4508,"",0,"",0,0,0,0,0
4509,"",0,"",0,0,0,0,0
4510,"",0,"",0,0,0,0,0
4511,"brachiosaure",0,"brachiosaures",0,0,1,0,0
4512,"charybdis",0,"charybdis",0,0,1,0,0
4513,"basilosaurus",0,"basilosaurus",0,0,1,0,0
4514,"wisent oublié",0,"wisents oubliés",0,0,1,0,0
4515,"ver violet",0,"vers violets",0,0,1,0,0
4516,"sanuwa d'Orient",0,"sanuwa d'Orient",0,0,1,0,0
4517,"ptéranodon",0,"ptéranodons",0,0,1,0,0
4518,"mélia intemporelle",0,"mélias intemporelles",0,0,1,1,0
4519,"celphie",0,"celphies",0,0,1,1,0
4520,"proto-noctilucale",0,"proto-noctilucale",0,0,1,1,0
4521,"sarcopte intemporel",0,"sarcoptes intemporels",0,0,1,0,0
4522,"pélican couronné",0,"pélicans couronnés",0,0,1,0,0
4523,"sanuwa d'Occident",0,"sanuwa d'Occident",0,0,1,0,0
4524,"insulagardien",0,"insulagardiens",0,1,1,0,0
4525,"proceratosaurus",0,"proceratosaurus",0,0,1,0,0
4526,"endymion du Diadème",0,"endymions du Diadème",0,1,1,0,0
4527,"diplocaulus",0,"diplocaulus",0,0,1,0,0
4528,"tricératops",0,"tricératops",0,0,1,0,0
4529,"ver diluvien",0,"vers diluviens",0,0,1,0,0
4530,"nix du firmament",0,"nix du firmament",0,0,1,0,0
4531,"ufiti",0,"ufitis",0,1,1,0,0
4532,"fourmi tueuse",0,"fourmis tueuses",0,0,1,1,0
4533,"zeuglodon",0,"zeuglodons",0,0,1,0,0
4534,"hakulaq tacheté",0,"hakulaqs tachetés",0,0,1,0,0
4535,"lunantishee",0,"lunantishees",0,0,1,1,0
4536,"inciseur",0,"inciseurs",0,1,1,0,0
4537,"piège-nuage",0,"piège-nuages",0,0,1,0,0
4538,"gastornis arc-en-ciel",0,"gastornis arc-en-ciel",0,0,1,0,0
4539,"cœlophysis",0,"cœlophysis",0,0,1,0,0
4540,"acarus intemporel",0,"acari intemporels",0,1,1,0,0
4541,"guêpe fouisseuse",0,"guêpes fouisseuses",0,0,1,1,0
4542,"chenille des nuages",0,"chenilles des nuages",0,0,1,1,0
4543,"coquargent",0,"coquargents",0,0,1,0,0
4544,"guêpe de mer rubis",0,"guêpes de mer rubis",0,0,1,1,0
4545,"sankchinni intemporel",0,"sankchinnis intemporels",0,0,1,0,0
4546,"néotyugh",0,"néotyughs",0,0,1,0,0
4547,"toco toco couronné",0,"tocos tocos couronnés",0,0,1,0,0
4548,"païssa grégaire",0,"païssas grégaires",0,0,1,0,0
4549,"ptérozard solaire",0,"ptérozards solaires",0,0,1,0,0
4550,"demoiselle rubis",0,"demoiselles rubis",0,0,1,1,0
4551,"loup corrompu",0,"loups corrompus",0,0,1,0,0
4552,"gluant corrompu",0,"gluants corrompus",0,0,1,0,0
4553,"flan corrompu",0,"flans corrompus",0,0,1,0,0
4554,"élémentaire corrompu",0,"élémentaires corrompus",0,1,1,0,0
4555,"éther vicié",0,"éthers viciés",0,1,1,0,0
4556,"livreur du 8e ordre",0,"livreurs du 8e ordre",0,0,1,0,0
4557,"piocheur du 8e ordre",0,"piocheurs du 8e ordre",0,0,1,0,0
4558,"alchimiste du 8e ordre",0,"alchimistes du 8e ordre",0,1,1,0,0
4559,"prieur du 8e ordre",0,"prieurs du 8e ordre",0,0,1,0,0
4560,"doblyn de corail",0,"doblyns de corail",0,0,1,0,0
4561,"constructeur C8",0,"constructeurs C8",0,0,1,0,0
4562,"bombo à retardement",0,"bombos à retardement",0,0,1,0,0
4563,"bombocubateur simplifié",0,"bombocubateurs simplifiés",0,0,1,0,0
4564,"rocher vivant",0,"rochers vivants",0,0,1,0,0
4565,"grenado à retardement",0,"grenados à retardement",0,0,1,0,0
4566,"paroi",0,"parois",0,0,1,1,0
4567,"ghrah virtuose",0,"ghrahs virtuoses",0,0,1,0,0
4568,"corruption",0,"corruptions",0,0,1,1,0
4569,"araignée",0,"araignées",0,1,1,1,0
4570,"piailleur de Sirius",0,"piailleurs de Sirius",0,0,1,0,0
4571,"Be Gu patriarche du 8e ordre",0,"Be Gu patriarche du 8e ordre",0,0,1,0,1
4572,"moteur alchimique",0,"moteurs alchimiques",0,0,1,0,0
4573,"chaudiériste du 8e ordre",0,"chaudiéristes du 8e ordre",0,0,1,0,0
4574,"gelée corrompue",0,"gelées corrompues",0,0,1,1,0
4575,"Maman bombo",0,"Maman bombo",0,0,1,1,1
4576,"Papa bombo",0,"Papa bombo",0,0,1,0,1
4577,"bombocubateur supérieur",0,"bombocubateurs supérieurs",0,0,1,0,0
4578,"bombo irascible",0,"bombos irascibles",0,0,1,0,0
4579,"bombo remède",0,"bombos remède",0,0,1,0,0
4580,"bombo magma",0,"bombos magma",0,0,1,0,0
4581,"wamouracampa pharate",0,"wamouracampas pharates",0,0,1,0,0
4582,"archéornis chasseur",0,"archéornis chasseurs",0,1,1,0,0
4583,"lan'gaii des Gundu",0,"lan'gaii des Gundu",0,0,1,0,0
4584,"vuk'gaii des Gundu",0,"vuk'gaii des Gundu",0,0,1,0,0
4585,"ver des nuages pansu",0,"vers des nuages pansus",0,0,1,0,0
4586,"lan'puii des Vundu",0,"lan'puii des Vundu",0,0,1,0,0
4587,"nat'gaii des Vundu",0,"nat'gaii des Vundu",0,0,1,0,0
4588,"jeune wamouracampa",0,"jeunes wamouracampas",0,0,1,0,0
4589,"païssa épineux",0,"païssas épineux",0,0,1,0,0
4590,"tsanahale vigoureuse",0,"tsanahales vigoureuses",0,0,1,1,0
4591,"terrafaucheur",0,"terrafaucheurs",0,0,1,0,0
4592,"dhalmel sauvage",0,"dhalmels sauvages",0,0,1,0,0
4593,"griffe de la mort de la 6e légion",0,"griffes de la mort de la 6e légion",0,0,1,1,0
4594,"totem d'Ok' Gundu",0,"totems d'Ok' Gundu",0,0,1,0,0
4595,"Aymeric la lame céleste",0,"Aymeric la lame céleste",0,1,1,0,1
4596,"Artoirel le hardi",0,"Artoirel le hardi",0,1,1,0,1
4597,"Simeonard la flamme sacrée",0,"Simeonard la flamme sacrée",0,0,1,0,1
4598,"cavalier diurne",0,"cavaliers diurnes",0,0,1,0,0
4599,"cavalier nocturne",0,"cavaliers nocturnes",0,0,1,0,0
4600,"Ishgardais sinistré",0,"Ishgardais sinistrés",0,1,1,0,0
4601,"jolie réfugiée",0,"jolies réfugiées",0,0,1,1,0
4602,"réfugiée intrépide",0,"réfugiées intrépides",0,0,1,1,0
4603,"anzu femelle",0,"anzus femelles",0,1,1,1,0
4604,"cristal blanc immaculé",0,"cristaux blancs immaculés",0,0,1,0,0
4605,"cristal noir immaculé",0,"cristaux noirs immaculés",0,0,1,0,0
4606,"hydrosphère",0,"hydrosphères",0,1,1,1,0
4607,"anzu de l'Arche",0,"anzus de l'Arche",0,1,1,0,0
4608,"rôdeur des nuages",0,"rôdeurs des nuages",0,0,1,0,0
4609,"hybodus",0,"hybodus",0,1,1,0,0
4610,"jeune hybodus",0,"jeunes hybodus",0,0,1,0,0
4611,"hydro-élémentaire",0,"hydro-élémentaires",0,1,1,0,0
4612,"hydrocore",0,"hydrocores",0,1,1,0,0
4613,"Cetus",0,"Cetus",0,0,1,0,1
4614,"nœud d'Irminsul",0,"nœuds d'Irminsul",0,0,1,0,0
4615,"arbuste d'Irminsul",0,"arbustes d'Irminsul",0,1,1,0,0
4616,"lierre d'Irminsul",0,"lierres d'Irminsul",0,0,1,0,0
4617,"wamoura de l'Arche",0,"wamouras de l'Arche",0,0,1,0,0
4618,"wamouracampa de l'Arche",0,"wamouracampas de l'Arche",0,0,1,0,0
4619,"morbol de l'Arche",0,"morbol de l'Arche",0,0,1,0,0
4620,"limier des enfers",0,"limiers des enfers",0,0,1,0,0
4621,"gargouille sacrale",0,"gargouilles sacrales",0,0,1,1,0
4622,"Garde noir",0,"Gardes noirs",0,0,1,0,0
4623,"Irminsul",0,"Irminsul",0,1,1,0,1
4624,"Dentata",0,"Dentata",0,0,1,0,1
4625,"pou de l'Arche",0,"poux de l'Arche",0,0,1,0,0
4626,"Cúchulainn",0,"Cúchulainn",0,0,1,0,1
4627,"gyrotour",0,"gyrotours",0,0,1,1,0
4628,"fissure du néant",0,"fissures du néant",0,0,1,1,0
4629,"Cruor",0,"Cruor",0,0,1,0,1
4630,"glaire noire",0,"glaires noires",0,0,1,1,0
4631,"Echidna",0,"Echidna",0,1,1,1,1
4632,"Echidna",0,"Echidna",0,1,1,1,1
4633,"Senestre",0,"Senestre",0,0,1,0,1
4634,"Dextre",0,"Dextre",0,0,1,0,1
4635,"garde de sang",0,"gardes de sang",0,0,1,0,0
4636,"colibri des mers du sud",0,"colibris des mers du sud",0,0,1,0,0
4637,"protoxylomid",0,"protoxylomids",0,0,1,0,0
4638,"korpokkur",0,"korpokkur",0,0,1,0,0
4639,"otyugh épanoui",0,"otyughs épanouis",0,1,1,0,0
4640,"tortue thavnairoise",0,"tortues thavnairoises",0,0,1,1,0
4641,"fourmi de velours",0,"fourmis de velours",0,0,1,1,0
4642,"guêpe pepsis sentinelle",0,"guêpes pepsis sentinelles",0,0,1,1,0
4643,"chenille de l'Arboretum",0,"chenilles de l'Arboretum",0,0,1,1,0
4644,"nuage d'avettes de jardin",0,"nuages d'avettes de jardin",0,0,1,0,0
4645,"frelon d'Orn",0,"frelons d'Orn",0,0,1,0,0
4646,"rayon de cire",0,"rayons de cire",0,0,1,0,0
4647,"narbrooi enchevêtré",0,"narbroois enchevêtrés",0,0,1,0,0
4648,"grizzli parasité",0,"grizzlis parasités",0,0,1,0,0
4649,"biloko",0,"bilokos",0,0,1,0,0
4650,"chêne royal",0,"chênes royaux",0,0,1,0,0
4651,"mélia flétrie",0,"mélias flétries",0,0,1,1,0
4652,"guêpe pepsis ouvrière",0,"guêpes pepsis ouvrières",0,0,1,1,0
4653,"rosier",0,"rosiers",0,0,1,0,0
4654,"bouton de rose",0,"boutons de rose",0,0,1,0,0
4655,"cynorrhodon",0,"cynorrhodons",0,0,1,0,0
4656,"reine des guêpes",0,"reines des guêpes",0,0,1,1,0
4657,"gardienne royale",0,"gardiennes royales",0,0,1,1,0
4658,"Belladone",0,"Belladone",0,0,1,1,1
4659,"bulbe boursouflé",0,"bulbes boursouflés",0,0,1,0,0
4660,"lys sacré",0,"lys sacrés",0,0,1,0,0
4661,"dresseur de singes",0,"dresseurs de singes",0,0,1,0,0
4662,"Jirômaru",0,"Jirômaru",0,0,1,0,1
4663,"cyclope marteleur",0,"cyclopes marteleurs",0,0,1,0,0
4664,"opo-opo sauvage",0,"opo-opo sauvages",0,1,1,0,0
4665,"mochi de la transition",0,"mochi de la transition",0,0,1,0,0
4666,"Iroha",0,"Iroha",0,1,1,1,1
4667,"crabe voleur",0,"crabes voleurs",0,0,1,0,0
4668,"imp soigneux",0,"imps soigneux",0,1,1,0,0
4669,"tarbosaure",0,"tarbosaures",0,0,1,0,0
4670,"démon sanglant",0,"démons sanglants",0,0,1,0,0
4671,"Serket",0,"Serket",0,0,1,0,1
4672,"ahriman guetteur",0,"ahrimans guetteurs",0,1,1,0,0
4673,"dragon d'effroi",0,"dragons d'effrois",0,0,1,0,0
4674,"sanuwa d'Occident territorial",0,"sanuwa d'Occident territoriaux",0,0,1,0,0
4675,"insulagardien territorial",0,"insulagardiens territoriaux",0,1,1,0,0
4676,"fourmi tueuse territoriale",0,"fourmis tueuses territoriales",0,0,1,1,0
4677,"gastornis arc-en-ciel territorial",0,"gastornis arc-en-ciel territoriaux",0,0,1,0,0
4678,"toco toco couronné territorial",0,"tocos tocos couronnés territoriaux",0,0,1,0,0
4679,"païssa grégaire territorial",0,"païssas grégaires territoriaux",0,0,1,0,0
4680,"ptéranodon territorial",0,"ptéranodons territoriaux",0,0,1,0,0
4681,"mélia intemporelle territoriale",0,"mélias intemporelles territoriales",0,0,1,1,0
4682,"dhalmel primitif",0,"dhalmels primitifs",0,0,1,0,0
4683,"ravitaillement offensif",0,"ravitaillements offensifs",0,0,1,0,0
4684,"ravitaillement défensif",0,"ravitaillements défensifs",0,0,1,0,0
4685,"ravitaillement médical",0,"ravitaillements médicaux",0,0,1,0,0
4686,"ravitaillement adrénergique",0,"ravitaillements adrénergiques",0,0,1,0,0
4687,"Ratfinx le Génie",0,"Ratfinx le Génie",0,0,1,0,1
4688,"gobchimère",0,"gobchimères",0,0,1,1,0
4689,"chaouabti au regard vide",0,"chaouabtis au regard vide",0,0,1,0,0
4690,"cobra au regard vide",0,"cobras au regard vide",0,0,1,0,0
4691,"gobblindé magitek G-VII Lamineur",0,"gobblindés magitek G-VII Lamineurs",0,0,1,0,0
4692,"gobavant-garde magitek G-III Lamineuse",0,"gobavant-garde magitek G-III Lamineuses",0,0,1,1,0
4693,"huile de moteur",0,"huiles de moteur",0,1,1,1,0
4694,"affection féline",0,"affections félines",0,1,1,1,0
4695,"cadenas",0,"cadenas",0,0,1,0,0
4696,"convertisseur d'éther",0,"convertisseurs d'éther",0,0,1,0,0
4697,"cochon de Yorn",0,"cochons de Yorn",0,0,1,0,0
4698,"boulet de canon",0,"boulets de canon",0,0,1,0,0
4699,"Fracasseur",0,"Fracasseurs",0,0,1,0,0
4700,"réplique du Fracasseur",0,"répliques du Fracasseur",0,0,1,1,0
4701,"gobœil",0,"gobœils",0,0,1,0,0
4702,"minotaure au regard vide",0,"minotaures au regard vide",0,0,1,0,0
4703,"Bagarreur",0,"Bagarreurs",0,0,1,0,0
4704,"chakram de vapeur",0,"chakrams de vapeur",0,0,1,0,0
4705,"Arnaqueur",0,"Arnaqueurs",0,1,1,0,0
4706,"Tourbillonneur",0,"Tourbillonneurs",0,0,1,0,0
4707,"Attaqueur",0,"Attaqueurs",0,1,1,0,0
4708,"Justicier",0,"Justiciers",0,0,1,0,0
4709,"hummelfaust",0,"hummelfausts",0,0,1,0,0
4710,"yéti bien mis",0,"yétis bien mis",0,0,1,0,0
4711,"loup fantôme alpha",0,"loups fantômes alpha",0,0,1,0,0
4712,"loup fantôme",0,"loups fantômes",0,0,1,0,0
4713,"jeune mélia",0,"jeunes mélias",0,0,1,1,0
4714,"gardien myrmifeu",0,"gardiens myrmifeu",0,0,1,0,0
4715,"gardien myrmacier",0,"gardiens myrmacier",0,0,1,0,0
4716,"tireur d'élite myrmifeu",0,"tireurs d'élite myrmifeu",0,0,1,0,0
4717,"myrmifeu garde du loth",0,"myrmifeux gardes du loth",0,0,1,0,0
4718,"myrmacier garde du loth",0,"myrmaciers gardes du loth",0,0,1,0,0
4719,"ours brun foncé",0,"ours brun foncé",0,1,1,0,0
4720,"myrmacier hors-du-loth",0,"myrmaciers hors-du-loth",0,0,1,0,0
4721,"bandersnatch magistral",0,"bandersnatchs magistraux",0,0,1,0,0
4722,"ninki nanka appâté",0,"ninki nankas appâtés",0,0,1,0,0
4723,"hippocerf grogneur",0,"hippocerfs grogneurs",0,1,1,0,0
4724,"myrmifeu éclaireur",0,"myrmifeux éclaireurs",0,0,1,0,0
4725,"templier expérimenté",0,"templiers expérimentés",0,0,1,0,0
4726,"templière expérimentée",0,"templières expérimentées",0,0,1,1,0
4727,"milicien expérimenté",0,"miliciens expérimentés",0,0,1,0,0
4728,"milicienne expérimentée",0,"miliciennes expérimentées",0,0,1,1,0
4729,"vétéran du Maelstrom",0,"vétérans du Maelstrom",0,0,1,0,0
4730,"vétérane du Maelstrom",0,"vétéranes du Maelstrom",0,0,1,1,0
4731,"vétéran des Deux Vipères",0,"vétérans des Deux Vipères",0,0,1,0,0
4732,"vétérane des Deux Vipères",0,"vétéranes des Deux Vipères",0,0,1,1,0
4733,"vétéran des Immortels",0,"vétérans des Immortels",0,0,1,0,0
4734,"vétérane des Immortels",0,"vétéranes des Immortels",0,0,1,1,0
4735,"Aymeric la lame céleste",0,"Aymeric la lame céleste",0,1,1,0,1
4736,"Lucia l'éclatante",0,"Lucia l'éclatante",0,0,1,1,1
4737,"Hilda la Bâtarde",0,"Hilda la Bâtarde",0,0,1,1,1
4738,"Emmanellain le narcissique",0,"Emmanellain le narcissique",0,1,1,0,1
4739,"Raubahn",0,"Raubahn",0,0,1,0,1
4740,"Pipin le cœur d'acier",0,"Pipin le cœur d'acier",0,0,1,0,1
4741,"R'ashaht la rafale",0,"R'ashaht la rafale",0,0,1,1,1
4742,"Vorsaile l'inébranlable",0,"Vorsaile l'inébranlable",0,0,1,0,1
4743,"Tizona",0,"Tizona",0,0,1,1,1
4744,"Achamoth",0,"Achamoth",0,1,1,0,1
4745,"lion ailé",0,"lions ailé",0,0,1,0,0
4746,"cadavre de mage blanc",0,"cadavres de mage blanc",0,0,1,0,0
4747,"Kuribu",0,"Kuribu",0,0,1,1,1
4748,"grand putto",0,"grands putti",0,0,1,0,0
4749,"petit putto",0,"petits putti",0,0,1,0,0
4750,"chenille maudite",0,"chenilles maudites",0,0,1,1,0
4751,"wamoura maudit",0,"wamouras maudits",0,0,1,0,0
4752,"gremlin chahuteur",0,"gremlins chahuteurs",0,0,1,0,0
4753,"scaraléoptère",0,"scaraléoptères",0,0,1,0,0
4754,"cadavre d'Amdapor",0,"cadavres d'Amdapor",0,0,1,0,0
4755,"cadavre de Mhach",0,"cadavres de Mhach",0,0,1,0,0
4756,"dragon des abîmes",0,"dragons des abîmes",0,0,1,0,0
4757,"œil poussiéreux",0,"yeux poussiéreux",0,1,1,0,0
4758,"moine du néant",0,"moines du néant",0,0,1,0,0
4759,"effigie d'argile",0,"effigies d'argile",0,1,1,1,0
4760,"idole de mana",0,"idoles de mana",0,1,1,1,0
4761,"pot de mana",0,"pots de mana",0,0,1,0,0
4762,"élémentaire de lumière",0,"élémentaires de lumière",0,1,1,0,0
4763,"message d'alerte",0,"messages d'alerte",0,0,1,0,0
4764,"mine furtive",0,"mines furtives",0,0,1,1,0
4765,"traquenardeur midin",0,"traquenardeurs midins",0,0,1,0,0
4766,"brandisseur midin",0,"brandisseurs midins",0,0,1,0,0
4767,"rétameur midin",0,"rétameurs midins",0,0,1,0,0
4768,"geôle de glace",0,"geôles de glace",0,0,1,1,0
4769,"casque-dur midin",0,"casques-durs midins",0,0,1,0,0
4770,"cerveau-dur midin",0,"cerveaux-durs midins",0,0,1,0,0
4771,"canonnier midin",0,"canonniers midins",0,0,1,0,0
4772,"soldat midin",0,"soldats midins",0,0,1,0,0
4773,"bombo à vapeur",0,"bombos à vapeur",0,0,1,0,0
4774,"voltigeur midin",0,"voltigeurs midins",0,0,1,0,0
4775,"Chat-noir",0,"Chat-noir",0,0,1,0,1
4776,"Sephirot",0,"Sephirot",0,0,1,0,1
4777,"chokhmah",0,"chokhmahs",0,0,1,1,0
4778,"binah",0,"binahs",0,0,1,1,0
4779,"tempête de mots",0,"tempêtes de mots",0,0,1,1,0
4780,"vent coronaire",0,"vents coronaires",0,0,1,0,0
4781,"gladiateur de la guilde",0,"gladiateurs de la guilde",0,0,1,0,0
4782,"élémentaliste de la guilde",0,"élémentalistes de la guilde",0,1,1,0,0
4783,"archère de la guilde",0,"archères de la guilde",0,1,1,1,0
4784,"maraudeur partenaire d'entraînement",0,"maraudeurs partenaires d'entraînement",0,0,1,0,0
4785,"occultiste partenaire d'entraînement",0,"occultistes partenaires d'entraînement",0,1,1,0,0
4786,"pugiliste partenaire d'entraînement",0,"pugilistes partenaires d'entraînement",0,0,1,1,0
4787,"chacal dompté",0,"chacals domptés",0,0,1,0,0
4788,"dodo dompté",0,"dodos domptés",0,0,1,0,0
4789,"puk dompté",0,"puks dompté",0,0,1,0,0
4790,"auroch dompté",0,"aurochs domptés",0,0,1,0,0
4791,"mur d'œufs lugubres",0,"murs d'œufs lugubres",0,0,1,0,0
4792,"spriggan dolophiliste",0,"spriggans dolophilistes",0,0,1,0,0
4793,"merveillœuf",0,"merveillœufs",0,0,1,0,0
4794,"poroggo dompteur des rivières",0,"poroggos dompteurs des rivières",0,0,1,0,0
4795,"sangsue domptée",0,"sangsues domptées",0,0,1,1,0
4796,"biféricéras dompté",0,"biféricéras domptés",0,0,1,0,0
4797,"hropken dompté",0,"hropkens domptés",0,0,1,0,0
4798,"marolithe massif",0,"marolithes massifs",0,0,1,0,0
4799,"marolithe érodé",0,"marolithes érodés",0,0,1,0,0
4800,"spriggan portier",0,"spriggans portiers",0,0,1,0,0
4801,"mimic sharlayanais",0,"mimics sharlayanais",0,0,1,0,0
4802,"automate viking",0,"automates vikings",0,1,1,0,0
4803,"automate mage",0,"automates mages",0,1,1,0,0
4804,"centaure",0,"centaures",0,0,1,0,0
4805,"Zuro Roggo le Ténor",0,"Zuro Roggo le Ténor",0,0,1,0,1
4806,"poroggo choriste",0,"poroggos choristes",0,0,1,0,0
4807,"gazouillis batracien",0,"gazouillis batraciens",0,0,1,0,0
4808,"Ziggy",0,"Ziggy",0,0,1,0,1
4809,"spriggan tailleur de gemmes",0,"spriggans tailleurs de gemmes",0,0,1,0,0
4810,"poussière d'étoile",0,"poussières d'étoile",0,0,1,1,0
4811,"Calca",0,"Calca",0,0,1,1,1
4812,"Brina",0,"Brina",0,0,1,1,1
4813,"Calcabrina",0,"Calcabrina",0,0,1,1,1
4814,"pantin d'entraînement",0,"pantins d'entraînement",0,0,1,0,0
4815,"sphère arcanique",0,"sphères arcaniques",0,0,1,1,0
4816,"plasma puissant γ",0,"plasmas puissants γ",0,0,1,0,0
4817,"plasma puissant β",0,"plasmas puissants β",0,0,1,0,0
4818,"plasma puissant α",0,"plasmas puissants α",0,0,1,0,0
4819,"cyclone justicier",0,"cyclones justiciers",0,0,1,0,0
4820,"jaillissement d'eau",0,"jaillissements d'eau",0,0,1,0,0
4821,"goobbue dompté",0,"goobbues domptés",0,0,1,0,0
4822,"mémolithe congelé A-1",0,"mémolithes congelés A-1",0,0,1,0,0
4823,"mémolithe congelé A-2",0,"mémolithes congelés A-2",0,0,1,0,0
4824,"mémolithe congelé A-3",0,"mémolithes congelés A-3",0,0,1,0,0
4825,"mémolithe congelé A-4",0,"mémolithes congelés A-4",0,0,1,0,0
4826,"mémolithe congelé B-1",0,"mémolithes congelés B-1",0,0,1,0,0
4827,"mémolithe congelé B-2",0,"mémolithes congelés B-2",0,0,1,0,0
4828,"mémolithe congelé B-3",0,"mémolithes congelés B-3",0,0,1,0,0
4829,"mémolithe congelé B-4",0,"mémolithes congelés B-4",0,0,1,0,0
4830,"mémolithe congelé B-5",0,"mémolithes congelés B-5",0,0,1,0,0
4831,"mémolithe congelé B-6",0,"mémolithes congelés B-6",0,0,1,0,0
4832,"mémolithe congelé B-7",0,"mémolithes congelés B-7",0,0,1,0,0
4833,"mémolithe congelé B-8",0,"mémolithes congelés B-8",0,0,1,0,0
4834,"mémolithe congelé B-9",0,"mémolithes congelés B-9",0,0,1,0,0
4835,"mémolithe congelé B-10",0,"mémolithes congelés B-10",0,0,1,0,0
4836,"mémolithe congelé B-11",0,"mémolithes congelés B-11",0,0,1,0,0
4837,"mémolithe congelé B-12",0,"mémolithes congelés B-12",0,0,1,0,0
4838,"mirage",0,"mirages",0,0,1,0,0
4839,"toxico-écailles",0,"toxico-écailles",0,0,1,1,0
4840,"mémolithe congelé B-13",0,"mémolithes congelés B-13",0,0,1,0,0
4841,"mémolithe congelé B-14",0,"mémolithes congelés B-14",0,0,1,0,0
4842,"mémolithe congelé B-15",0,"mémolithes congelés B-15",0,0,1,0,0
4843,"mémolithe congelé B-16",0,"mémolithes congelés B-16",0,0,1,0,0
4844,"mémolithe congelé B-17",0,"mémolithes congelés B-17",0,0,1,0,0
4845,"mémolithe congelé B-18",0,"mémolithes congelés B-18",0,0,1,0,0
4846,"Krile",0,"Krile",0,0,1,1,1
4847,"Unukalhai",0,"Unukalhai",0,1,1,0,1
4848,"capitaine Rhoswen",0,"capitaine Rhoswen",0,0,1,1,0
4849,"capitaine Carvallain",0,"capitaine Carvallain",0,0,1,0,0
4850,"maraudeuse brusque",0,"maraudeuses brusques",0,0,1,1,0
4851,"braconnière brusque",0,"braconnières brusques",0,0,1,0,0
4852,"colosse de la 6e légion",0,"colosses de la 6e légion",0,0,1,0,0
4853,"griffe d'exécution de la 6e légion",0,"griffes d'exécution de la 6e légion",0,0,1,1,0
4854,"avant-garde de la 6e légion",0,"avant-gardes de la 6e légion",0,1,1,1,0
4855,"hoplomachus de la 6e légion",0,"hoplomachi de la 6e légion",0,1,1,0,0
4856,"secutor de la 6e légion",0,"secutores de la 6e légion",0,0,1,0,0
4857,"laquearius de la 6e légion",0,"laquearii de la 6e légion",0,0,1,0,0
4858,"eques de la 6e légion",0,"equites de la 6e légion",0,1,1,0,0
4859,"sagittarius de la 6e légion",0,"sagittarii de la 6e légion",0,0,1,0,0
